,Cparam,Iparam,LParam,Iteration,HR,FARtbx,FARnew,FARnew_F
24,6.0,20.0,0.1,23.0,0.2631578947368421,0.047619047619047616,0.225,0.04619207294865246
25,6.0,20.0,0.1,24.0,0.21052631578947367,0.23809523809523808,0.25,0.043530142203725655
26,6.0,20.0,0.1,25.0,0.125,0.08333333333333333,0.225,0.039758133139751656
27,6.0,20.0,0.1,26.0,0.36363636363636365,0.05555555555555555,0.2,0.032523804057022966
28,6.0,20.0,0.1,27.0,0.13636363636363635,0.1111111111111111,0.175,0.052725859252760354
29,6.0,20.0,0.1,28.0,0.14285714285714285,0.2631578947368421,0.15,0.035959749157973654
30,6.0,20.0,0.1,29.0,0.3333333333333333,0.22727272727272727,0.2,0.048619634171765916
31,6.0,20.0,0.1,30.0,0.09090909090909091,0.1111111111111111,0.125,0.04400798854777549
32,6.0,20.0,0.1,31.0,0.0,0.16666666666666666,0.25,0.03873778881907035
33,6.0,20.0,0.1,32.0,0.17647058823529413,0.13043478260869565,0.175,0.04081692158229477
34,6.0,20.0,0.1,33.0,0.04,0.13333333333333333,0.25,0.03360564753349953
35,6.0,20.0,0.1,34.0,0.09523809523809523,0.21052631578947367,0.3,0.03825654968725771
36,6.0,20.0,0.1,35.0,0.22727272727272727,0.1111111111111111,0.1,0.04352734870855263
37,6.0,20.0,0.1,36.0,0.18181818181818182,0.16666666666666666,0.1,0.04305253723067991
38,6.0,20.0,0.1,37.0,0.14285714285714285,0.0,0.05,0.034153111851053755
39,6.0,20.0,0.1,38.0,0.16666666666666666,0.3181818181818182,0.2,0.04082587985520761
40,6.0,20.0,0.1,39.0,0.2727272727272727,0.2222222222222222,0.05,0.04750570126220878
41,6.0,20.0,0.1,40.0,0.1111111111111111,0.13636363636363635,0.15,0.02888100230834323
42,6.0,20.0,0.1,41.0,0.08333333333333333,0.0625,0.15,0.05149732800061594
43,6.0,20.0,0.1,42.0,0.15789473684210525,0.19047619047619047,0.175,0.031863765049360185
44,6.0,20.0,0.1,43.0,0.058823529411764705,0.2608695652173913,0.075,0.02973276090418105
45,6.0,20.0,0.1,44.0,0.16666666666666666,0.25,0.15,0.019236232579325094
46,6.0,20.0,0.1,45.0,0.23076923076923078,0.21428571428571427,0.15,0.04425874287743907
47,6.0,20.0,0.1,46.0,0.2631578947368421,0.047619047619047616,0.15,0.05139665758336505
48,6.0,20.0,0.1,47.0,0.13043478260869565,0.23529411764705882,0.075,0.037876802282148826
49,6.0,20.0,0.1,48.0,0.09090909090909091,0.1111111111111111,0.15,0.03875263681719631
50,6.0,20.0,0.1,49.0,0.125,0.16666666666666666,0.15,0.046620565536155636
51,6.0,20.0,0.1,50.0,0.0,0.15789473684210525,0.25,0.05583171118313257
52,6.0,20.0,0.1,51.0,0.0,0.0,0.1,0.041469102493482346
53,6.0,20.0,0.1,52.0,0.1875,0.3333333333333333,0.1,0.035690528184500775
54,6.0,20.0,0.1,53.0,0.20833333333333334,0.0625,0.1,0.03234756142661255
55,6.0,20.0,0.1,54.0,0.2222222222222222,0.09090909090909091,0.15,0.03645865664405816
56,6.0,20.0,0.1,55.0,0.1875,0.4166666666666667,0.15,0.031998277917404644
57,6.0,20.0,0.1,56.0,0.22727272727272727,0.05555555555555555,0.075,0.018179256666051906
58,6.0,20.0,0.1,57.0,0.16666666666666666,0.1875,0.1,0.043887029593898244
59,6.0,20.0,0.1,58.0,0.06666666666666667,0.08,0.175,0.033361883556063655
60,6.0,20.0,0.1,59.0,0.09523809523809523,0.21052631578947367,0.125,0.03934755330687114
61,6.0,20.0,0.1,60.0,0.17647058823529413,0.08695652173913043,0.125,0.04757905607719576
62,6.0,20.0,0.1,61.0,0.2692307692307692,0.21428571428571427,0.2,0.044363259992764095
63,6.0,20.0,0.1,62.0,0.25,0.2,0.275,0.054872360905755604
64,6.0,20.0,0.1,63.0,0.25,0.25,0.1,0.04833035933647057
65,6.0,20.0,0.1,64.0,0.125,0.125,0.075,0.03205424820186814
66,6.0,20.0,0.1,65.0,0.09523809523809523,0.3684210526315789,0.125,0.04457799338396599
67,6.0,20.0,0.1,66.0,0.1111111111111111,0.18181818181818182,0.15,0.04523252780604362
68,6.0,20.0,0.1,67.0,0.10526315789473684,0.19047619047619047,0.25,0.04749337927926147
69,6.0,20.0,0.1,68.0,0.07142857142857142,0.038461538461538464,0.025,0.032245645499838924
70,6.0,20.0,0.1,69.0,0.21428571428571427,0.11538461538461539,0.05,0.03007483226573764
71,6.0,20.0,0.1,70.0,0.23529411764705882,0.17391304347826086,0.325,0.04654317260576191
72,6.0,20.0,0.1,71.0,0.11764705882352941,0.21739130434782608,0.175,0.03786347501696393
73,6.0,20.0,0.1,72.0,0.13333333333333333,0.16,0.125,0.0328040053613217
74,6.0,20.0,0.1,73.0,0.21739130434782608,0.29411764705882354,0.125,0.02952380804238971
75,6.0,20.0,0.1,74.0,0.25,0.20833333333333334,0.2,0.032769038319023114
76,6.0,20.0,0.1,75.0,0.058823529411764705,0.17391304347826086,0.175,0.04326730723462604
77,6.0,20.0,0.1,76.0,0.25,0.15,0.225,0.041412877289513296
78,6.0,20.0,0.1,77.0,0.12,0.13333333333333333,0.275,0.05437671724282347
79,6.0,20.0,0.1,78.0,0.0,0.0,0.225,0.04234261202546209
80,6.0,20.0,0.1,79.0,0.06666666666666667,0.24,0.15,0.05013240142271923
81,6.0,20.0,0.1,80.0,0.2631578947368421,0.14285714285714285,0.35,0.0660362805896246
82,6.0,20.0,0.1,81.0,0.3333333333333333,0.15384615384615385,0.125,0.03250554251625566
83,6.0,20.0,0.1,82.0,0.2222222222222222,0.13636363636363635,0.175,0.02946751867873827
84,6.0,20.0,0.1,83.0,0.10526315789473684,0.19047619047619047,0.2,0.03644773543743259
85,6.0,20.0,0.1,84.0,0.125,0.08333333333333333,0.05,0.02572560509974383
86,6.0,20.0,0.1,85.0,0.22727272727272727,0.16666666666666666,0.125,0.02649993307044528
87,6.0,20.0,0.1,86.0,0.0,0.2,0.075,0.032720214506449935
88,6.0,20.0,0.1,87.0,0.05263157894736842,0.09523809523809523,0.025,0.028866112667901112
89,6.0,20.0,0.1,88.0,0.06666666666666667,0.08,0.125,0.026870065678433773
90,6.0,20.0,0.1,89.0,0.09523809523809523,0.10526315789473684,0.275,0.04352266510867485
91,6.0,20.0,0.1,90.0,0.25,0.15,0.075,0.055932470824462656
92,6.0,20.0,0.1,91.0,0.0,0.3333333333333333,0.2,0.03606827962203975
93,6.0,20.0,0.1,92.0,0.08695652173913043,0.23529411764705882,0.175,0.040547191551259985
94,6.0,20.0,0.1,93.0,0.16666666666666666,0.22727272727272727,0.175,0.026838341183501868
95,6.0,20.0,0.1,94.0,0.12,0.3333333333333333,0.175,0.033901784860863614
96,6.0,20.0,0.1,95.0,0.2608695652173913,0.11764705882352941,0.075,0.039082352899607764
97,6.0,20.0,0.1,96.0,0.2857142857142857,0.10526315789473684,0.2,0.029100039737906074
98,6.0,20.0,0.1,97.0,0.19047619047619047,0.10526315789473684,0.125,0.03892914748074584
99,6.0,20.0,0.1,98.0,0.08333333333333333,0.125,0.125,0.0407048445479938
100,6.0,20.0,0.1,99.0,0.16666666666666666,0.22727272727272727,0.25,0.04212961362233762
101,6.0,20.0,0.2,0.0,0.21739130434782608,0.29411764705882354,0.275,0.05574442665767445
102,6.0,20.0,0.2,1.0,0.19047619047619047,0.15789473684210525,0.175,0.02862502424160691
103,6.0,20.0,0.2,2.0,0.3125,0.20833333333333334,0.15,0.04180135836667738
104,6.0,20.0,0.2,3.0,0.2916666666666667,0.3125,0.2,0.04932297857943477
105,6.0,20.0,0.2,4.0,0.2857142857142857,0.38461538461538464,0.275,0.04882283724206491
106,6.0,20.0,0.2,5.0,0.05555555555555555,0.09090909090909091,0.05,0.030644946454197762
107,6.0,20.0,0.2,6.0,0.14285714285714285,0.0,0.075,0.028786990508044803
108,6.0,20.0,0.2,7.0,0.2857142857142857,0.2631578947368421,0.15,0.03427109334749864
109,6.0,20.0,0.2,8.0,0.2,0.1,0.075,0.040075455389961344
110,6.0,20.0,0.2,9.0,0.09523809523809523,0.10526315789473684,0.25,0.04000456728982936
111,6.0,20.0,0.2,10.0,0.13636363636363635,0.1111111111111111,0.275,0.051333817281349725
112,6.0,20.0,0.2,11.0,0.2,0.2,0.2,0.046508118145108204
113,6.0,20.0,0.2,12.0,0.22727272727272727,0.2222222222222222,0.225,0.05817149351303137
114,6.0,20.0,0.2,13.0,0.11764705882352941,0.2608695652173913,0.125,0.03434982552662084
115,6.0,20.0,0.2,14.0,0.10526315789473684,0.14285714285714285,0.175,0.03979565624017834
116,6.0,20.0,0.2,15.0,0.2692307692307692,0.35714285714285715,0.175,0.03530523295245452
117,6.0,20.0,0.2,16.0,0.23529411764705882,0.17391304347826086,0.25,0.057359956947287
118,6.0,20.0,0.2,17.0,0.2631578947368421,0.2857142857142857,0.25,0.045092898552449454
119,6.0,20.0,0.2,18.0,0.2222222222222222,0.09090909090909091,0.05,0.02962735871829287
120,6.0,20.0,0.2,19.0,0.2777777777777778,0.3181818181818182,0.275,0.046649768682495964
121,6.0,20.0,0.2,20.0,0.23809523809523808,0.15789473684210525,0.075,0.018834762455023905
122,6.0,20.0,0.2,21.0,0.2777777777777778,0.22727272727272727,0.175,0.056105825205248705
123,6.0,20.0,0.2,22.0,0.22727272727272727,0.2222222222222222,0.1,0.024494386437564356
124,6.0,20.0,0.2,23.0,0.20689655172413793,0.36363636363636365,0.225,0.027381400364478736
125,6.0,20.0,0.2,24.0,0.21052631578947367,0.14285714285714285,0.15,0.027449447538173504
126,6.0,20.0,0.2,25.0,0.16666666666666666,0.09090909090909091,0.1,0.04806911215671561
127,6.0,20.0,0.2,26.0,0.2222222222222222,0.045454545454545456,0.225,0.028515342316270016
128,6.0,20.0,0.2,27.0,0.2727272727272727,0.3333333333333333,0.25,0.05473702972907309
129,6.0,20.0,0.2,28.0,0.36363636363636365,0.2777777777777778,0.225,0.029721801015667394
130,6.0,20.0,0.2,29.0,0.15789473684210525,0.14285714285714285,0.125,0.037366771031958276
131,6.0,20.0,0.2,30.0,0.15384615384615385,0.18518518518518517,0.1,0.027765201026388065
132,6.0,20.0,0.2,31.0,0.1111111111111111,0.18181818181818182,0.05,0.04310362432659017
133,6.0,20.0,0.2,32.0,0.13333333333333333,0.08,0.125,0.04882946871387762
134,6.0,20.0,0.2,33.0,0.25925925925925924,0.46153846153846156,0.15,0.03218073534111162
135,6.0,20.0,0.2,34.0,0.2631578947368421,0.23809523809523808,0.2,0.0352669757268889
136,6.0,20.0,0.2,35.0,0.35,0.15,0.15,0.04414930715940233
137,6.0,20.0,0.2,36.0,0.10526315789473684,0.0,0.075,0.05739389358563857
138,6.0,20.0,0.2,37.0,0.15,0.2,0.2,0.03653853224302774
139,6.0,20.0,0.2,38.0,0.1111111111111111,0.13636363636363635,0.15,0.020973962757731758
140,6.0,20.0,0.2,39.0,0.16666666666666666,0.2727272727272727,0.15,0.03869066316220741
141,6.0,20.0,0.2,40.0,0.1,0.1,0.125,0.03776877742670355
142,6.0,20.0,0.2,41.0,0.047619047619047616,0.10526315789473684,0.125,0.03820343938309261
143,6.0,20.0,0.2,42.0,0.041666666666666664,0.0625,0.15,0.041849500301792145
144,6.0,20.0,0.2,43.0,0.3181818181818182,0.16666666666666666,0.1,0.026064219090498608
145,6.0,20.0,0.2,44.0,0.15789473684210525,0.19047619047619047,0.075,0.020504751867742522
146,6.0,20.0,0.2,45.0,0.16,0.13333333333333333,0.175,0.034310865054214504
147,6.0,20.0,0.2,46.0,0.13043478260869565,0.23529411764705882,0.05,0.027415364506271078
148,6.0,20.0,0.2,47.0,0.0,0.09523809523809523,0.05,0.043549217857145085
149,6.0,20.0,0.2,48.0,0.25,0.05,0.15,0.038684444792836316
150,6.0,20.0,0.2,49.0,0.23809523809523808,0.10526315789473684,0.075,0.03731482310233268
151,6.0,20.0,0.2,50.0,0.16666666666666666,0.2727272727272727,0.1,0.03591244948122217
152,6.0,20.0,0.2,51.0,0.25,0.25,0.25,0.03452258063365376
153,6.0,20.0,0.2,52.0,0.11764705882352941,0.2608695652173913,0.2,0.030270441092091527
154,6.0,20.0,0.2,53.0,0.15,0.25,0.225,0.03709850542762011
155,6.0,20.0,0.2,54.0,0.13333333333333333,0.28,0.15,0.04637238720244945
156,6.0,20.0,0.2,55.0,0.09090909090909091,0.05555555555555555,0.225,0.05377182244570948
157,6.0,20.0,0.2,56.0,0.058823529411764705,0.13043478260869565,0.05,0.030098987917492964
158,6.0,20.0,0.2,57.0,0.25,0.041666666666666664,0.1,0.04675545847663533
159,6.0,20.0,0.2,58.0,0.1111111111111111,0.13636363636363635,0.025,0.02162872895447184
160,6.0,20.0,0.2,59.0,0.16666666666666666,0.2727272727272727,0.175,0.0353351668684607
161,6.0,20.0,0.2,60.0,0.15,0.2,0.1,0.026651682086344164
162,6.0,20.0,0.2,61.0,0.16,0.26666666666666666,0.125,0.03512159339901365
163,6.0,20.0,0.2,62.0,0.0625,0.20833333333333334,0.175,0.040622218561912775
164,6.0,20.0,0.2,63.0,0.2857142857142857,0.15789473684210525,0.1,0.039709579751172244
165,6.0,20.0,0.2,64.0,0.10526315789473684,0.047619047619047616,0.15,0.03052603356047399
166,6.0,20.0,0.2,65.0,0.125,0.125,0.175,0.04943675256781518
167,6.0,20.0,0.2,66.0,0.2631578947368421,0.19047619047619047,0.125,0.03434249469954389
168,6.0,20.0,0.2,67.0,0.0,0.15789473684210525,0.35,0.05889717843966645
169,6.0,20.0,0.2,68.0,0.1875,0.041666666666666664,0.075,0.07143583803963001
170,6.0,20.0,0.2,69.0,0.3333333333333333,0.3125,0.225,0.05074861643742552
171,6.0,20.0,0.2,70.0,0.16666666666666666,0.0,0.15,0.026097113333057496
172,6.0,20.0,0.2,71.0,0.2631578947368421,0.14285714285714285,0.15,0.04029737502104261
173,6.0,20.0,0.2,72.0,0.2631578947368421,0.09523809523809523,0.05,0.020081037011495835
174,6.0,20.0,0.2,73.0,0.4375,0.16666666666666666,0.125,0.04148508829800733
175,6.0,20.0,0.2,74.0,0.3,0.3,0.275,0.036414761609808076
176,6.0,20.0,0.2,75.0,0.10526315789473684,0.19047619047619047,0.175,0.03834356394007059
177,6.0,20.0,0.2,76.0,0.34782608695652173,0.058823529411764705,0.125,0.02349725743582809
178,6.0,20.0,0.2,77.0,0.18181818181818182,0.2777777777777778,0.225,0.0382129990430642
179,6.0,20.0,0.2,78.0,0.18181818181818182,0.3888888888888889,0.125,0.04171787809294347
180,6.0,20.0,0.2,79.0,0.2,0.25,0.225,0.049930702040173636
181,6.0,20.0,0.2,80.0,0.2,0.25,0.15,0.029430765914580027
182,6.0,20.0,0.2,81.0,0.27586206896551724,0.18181818181818182,0.175,0.03747729717547521
183,6.0,20.0,0.2,82.0,0.10526315789473684,0.14285714285714285,0.125,0.02521586937587309
184,6.0,20.0,0.2,83.0,0.2222222222222222,0.3076923076923077,0.25,0.04251263730456581
185,6.0,20.0,0.2,84.0,0.3333333333333333,0.2631578947368421,0.225,0.0564916595940233
186,6.0,20.0,0.2,85.0,0.3076923076923077,0.07407407407407407,0.1,0.03955268970286321
187,6.0,20.0,0.2,86.0,0.10526315789473684,0.3333333333333333,0.15,0.05096524927429098
188,6.0,20.0,0.2,87.0,0.18181818181818182,0.05555555555555555,0.15,0.02826089167395085
189,6.0,20.0,0.2,88.0,0.3157894736842105,0.14285714285714285,0.2,0.022385041221266617
190,6.0,20.0,0.2,89.0,0.20833333333333334,0.1875,0.15,0.04437412572223112
191,6.0,20.0,0.2,90.0,0.20833333333333334,0.1875,0.25,0.05929026386522649
192,6.0,20.0,0.2,91.0,0.08333333333333333,0.25,0.1,0.06398423382229027
193,6.0,20.0,0.2,92.0,0.5,0.05555555555555555,0.1,0.043206309895048076
194,6.0,20.0,0.2,93.0,0.0625,0.16666666666666666,0.175,0.043749788004974643
195,6.0,20.0,0.2,94.0,0.17391304347826086,0.23529411764705882,0.225,0.0468422268089715
196,6.0,20.0,0.2,95.0,0.125,0.1875,0.225,0.04445785968184031
197,6.0,20.0,0.2,96.0,0.25,0.25,0.35,0.05906546429792518
198,6.0,20.0,0.2,97.0,0.10526315789473684,0.38095238095238093,0.125,0.05464250861855789
199,6.0,20.0,0.2,98.0,0.08695652173913043,0.23529411764705882,0.25,0.04895444405669785
200,6.0,20.0,0.2,99.0,0.16666666666666666,0.13636363636363635,0.125,0.03358613697435142
201,6.0,20.0,0.30000000000000004,0.0,0.2,0.16,0.05,0.022400046056478322
202,6.0,20.0,0.30000000000000004,1.0,0.2,0.04,0.15,0.04444100138456816
203,6.0,20.0,0.30000000000000004,2.0,0.15,0.2,0.175,0.02703354228364757
204,6.0,20.0,0.30000000000000004,3.0,0.2777777777777778,0.18181818181818182,0.25,0.04295572133555976
205,6.0,20.0,0.30000000000000004,4.0,0.1,0.25,0.2,0.049107737299975834
206,6.0,20.0,0.30000000000000004,5.0,0.2916666666666667,0.3125,0.125,0.029244692307723207
207,6.0,20.0,0.30000000000000004,6.0,0.23809523809523808,0.15789473684210525,0.125,0.06721370079379867
208,6.0,20.0,0.30000000000000004,7.0,0.2222222222222222,0.4090909090909091,0.15,0.03832654605897261
209,6.0,20.0,0.30000000000000004,8.0,0.29411764705882354,0.17391304347826086,0.25,0.04616312317441955
210,6.0,20.0,0.30000000000000004,9.0,0.25,0.25,0.15,0.04757723406896939
211,6.0,20.0,0.30000000000000004,10.0,0.4,0.15,0.1,0.037089775388724856
212,6.0,20.0,0.30000000000000004,11.0,0.12,0.13333333333333333,0.075,0.014254800567393805
213,6.0,20.0,0.30000000000000004,12.0,0.2,0.15,0.175,0.02717050214610065
214,6.0,20.0,0.30000000000000004,13.0,0.3333333333333333,0.2727272727272727,0.175,0.040106303560411546
215,6.0,20.0,0.30000000000000004,14.0,0.22727272727272727,0.05555555555555555,0.15,0.03990087096982644
216,6.0,20.0,0.30000000000000004,15.0,0.1,0.1,0.125,0.05502577680797847
217,6.0,20.0,0.30000000000000004,16.0,0.14285714285714285,0.05263157894736842,0.05,0.04837877725339089
218,6.0,20.0,0.30000000000000004,17.0,0.28,0.0,0.225,0.02691261498611782
219,6.0,20.0,0.30000000000000004,18.0,0.3333333333333333,0.21052631578947367,0.15,0.024823688974526494
220,6.0,20.0,0.30000000000000004,19.0,0.14285714285714285,0.15789473684210525,0.225,0.03695782626861178
221,6.0,20.0,0.30000000000000004,20.0,0.2777777777777778,0.22727272727272727,0.275,0.04055681300440597
222,6.0,20.0,0.30000000000000004,21.0,0.22727272727272727,0.1111111111111111,0.175,0.049698388256043044
223,6.0,20.0,0.30000000000000004,22.0,0.2857142857142857,0.15789473684210525,0.15,0.03737736794781656
224,6.0,20.0,0.30000000000000004,23.0,0.45454545454545453,0.3448275862068966,0.025,0.022622059813491434
225,6.0,20.0,0.30000000000000004,24.0,0.2,0.2,0.225,0.05881324760888375
226,6.0,20.0,0.30000000000000004,25.0,0.2,0.2,0.25,0.05242787804259513
227,6.0,20.0,0.30000000000000004,26.0,0.19047619047619047,0.05263157894736842,0.225,0.03716035164539525
228,6.0,20.0,0.30000000000000004,27.0,0.3,0.1,0.15,0.03380810821087423
229,6.0,20.0,0.30000000000000004,28.0,0.23529411764705882,0.17391304347826086,0.05,0.045356641520755345
230,6.0,20.0,0.30000000000000004,29.0,0.21739130434782608,0.11764705882352941,0.125,0.03382319489238637
231,6.0,20.0,0.30000000000000004,30.0,0.47058823529411764,0.30434782608695654,0.225,0.06574338402060922
232,6.0,20.0,0.30000000000000004,31.0,0.047619047619047616,0.2631578947368421,0.05,0.03243631770780166
233,6.0,20.0,0.30000000000000004,32.0,0.1111111111111111,0.09090909090909091,0.15,0.057926822904274665
234,6.0,20.0,0.30000000000000004,33.0,0.25,0.1,0.125,0.020171696408109754
235,6.0,20.0,0.30000000000000004,34.0,0.2727272727272727,0.2222222222222222,0.275,0.05536404876038452
236,6.0,20.0,0.30000000000000004,35.0,0.5294117647058824,0.2608695652173913,0.225,0.034918750703982634
237,6.0,20.0,0.30000000000000004,36.0,0.0,0.08695652173913043,0.15,0.03308186038633011
238,6.0,20.0,0.30000000000000004,37.0,0.37037037037037035,0.15384615384615385,0.175,0.03790358172814072
239,6.0,20.0,0.30000000000000004,38.0,0.05263157894736842,0.0,0.125,0.05208626254182276
240,6.0,20.0,0.30000000000000004,39.0,0.11764705882352941,0.17391304347826086,0.125,0.049237597436249496
241,6.0,20.0,0.30000000000000004,40.0,0.125,0.3125,0.15,0.044873872309929064
242,6.0,20.0,0.30000000000000004,41.0,0.2857142857142857,0.3157894736842105,0.2,0.04635035329646622
243,6.0,20.0,0.30000000000000004,42.0,0.2222222222222222,0.22727272727272727,0.075,0.018192057838729674
244,6.0,20.0,0.30000000000000004,43.0,0.3181818181818182,0.3888888888888889,0.325,0.05197629591791304
245,6.0,20.0,0.30000000000000004,44.0,0.18181818181818182,0.1111111111111111,0.1,0.03992261481995098
246,6.0,20.0,0.30000000000000004,45.0,0.3181818181818182,0.2222222222222222,0.225,0.04865007702867252
247,6.0,20.0,0.30000000000000004,46.0,0.23076923076923078,0.07142857142857142,0.125,0.052081612880134895
248,6.0,20.0,0.30000000000000004,47.0,0.42857142857142855,0.15789473684210525,0.1,0.04060195971905113
249,6.0,20.0,0.30000000000000004,48.0,0.18181818181818182,0.2777777777777778,0.125,0.034345583581923
250,6.0,20.0,0.30000000000000004,49.0,0.05555555555555555,0.18181818181818182,0.05,0.05324109943087298
251,6.0,20.0,0.30000000000000004,50.0,0.36363636363636365,0.2222222222222222,0.175,0.06012372449765324
252,6.0,20.0,0.30000000000000004,51.0,0.3125,0.2916666666666667,0.3,0.04756312334738739
253,6.0,20.0,0.30000000000000004,52.0,0.0625,0.16666666666666666,0.1,0.03059454123711013
254,6.0,20.0,0.30000000000000004,53.0,0.24,0.3333333333333333,0.15,0.03411386465003959
255,6.0,20.0,0.30000000000000004,54.0,0.2857142857142857,0.05263157894736842,0.025,0.03952643559525541
256,6.0,20.0,0.30000000000000004,55.0,0.14285714285714285,0.3076923076923077,0.175,0.04711329749698105
257,6.0,20.0,0.30000000000000004,56.0,0.35,0.3,0.175,0.03358541910522926
258,6.0,20.0,0.30000000000000004,57.0,0.35,0.1,0.1,0.03046813855656937
259,6.0,20.0,0.30000000000000004,58.0,0.2631578947368421,0.19047619047619047,0.225,0.03921006351056587
260,6.0,20.0,0.30000000000000004,59.0,0.4375,0.20833333333333334,0.125,0.030266578401371487
261,6.0,20.0,0.30000000000000004,60.0,0.25,0.25,0.25,0.04426339219818416
262,6.0,20.0,0.30000000000000004,61.0,0.35,0.25,0.125,0.023250641519623784
263,6.0,20.0,0.30000000000000004,62.0,0.3181818181818182,0.1111111111111111,0.2,0.04177753479541764
264,6.0,20.0,0.30000000000000004,63.0,0.21739130434782608,0.17647058823529413,0.225,0.05221742098303087
265,6.0,20.0,0.30000000000000004,64.0,0.0,0.09090909090909091,0.15,0.026512834092202498
266,6.0,20.0,0.30000000000000004,65.0,0.25,0.1,0.15,0.05935194993219286
267,6.0,20.0,0.30000000000000004,66.0,0.29411764705882354,0.043478260869565216,0.1,0.040324717033712945
268,6.0,20.0,0.30000000000000004,67.0,0.21739130434782608,0.11764705882352941,0.075,0.02837243827282023
269,6.0,20.0,0.30000000000000004,68.0,0.15,0.1,0.15,0.04582788218132583
270,6.0,20.0,0.30000000000000004,69.0,0.3888888888888889,0.22727272727272727,0.2,0.04467112522369197
271,6.0,20.0,0.30000000000000004,70.0,0.23809523809523808,0.21052631578947367,0.25,0.04598355850487816
272,6.0,20.0,0.30000000000000004,71.0,0.125,0.25,0.1,0.02676894047328538
273,6.0,20.0,0.30000000000000004,72.0,0.125,0.1875,0.125,0.04610134147413814
274,6.0,20.0,0.30000000000000004,73.0,0.25,0.125,0.2,0.047297630972515534
275,6.0,20.0,0.30000000000000004,74.0,0.24,0.0,0.125,0.0306161446162145
276,6.0,20.0,0.30000000000000004,75.0,0.3125,0.16666666666666666,0.2,0.03824592994517282
277,6.0,20.0,0.30000000000000004,76.0,0.2222222222222222,0.045454545454545456,0.125,0.04080348801018698
278,6.0,20.0,0.30000000000000004,77.0,0.47619047619047616,0.3157894736842105,0.1,0.02699912544007561
279,6.0,20.0,0.30000000000000004,78.0,0.2,0.2,0.225,0.04477617483713418
280,6.0,20.0,0.30000000000000004,79.0,0.3333333333333333,0.375,0.2,0.04483644338984546
281,6.0,20.0,0.30000000000000004,80.0,0.3333333333333333,0.09090909090909091,0.125,0.0465853413484909
282,6.0,20.0,0.30000000000000004,81.0,0.3333333333333333,0.2631578947368421,0.225,0.04141276866859599
283,6.0,20.0,0.30000000000000004,82.0,0.35,0.3,0.3,0.04786978061098399
284,6.0,20.0,0.30000000000000004,83.0,0.11764705882352941,0.21739130434782608,0.175,0.03309432375284493
285,6.0,20.0,0.30000000000000004,84.0,0.4117647058823529,0.17391304347826086,0.175,0.031818004074754956
286,6.0,20.0,0.30000000000000004,85.0,0.2631578947368421,0.047619047619047616,0.05,0.016280594897369056
287,6.0,20.0,0.30000000000000004,86.0,0.16,0.06666666666666667,0.15,0.038940205448834954
288,6.0,20.0,0.30000000000000004,87.0,0.23529411764705882,0.21739130434782608,0.15,0.03054776689824299
289,6.0,20.0,0.30000000000000004,88.0,0.35294117647058826,0.08695652173913043,0.2,0.05954498317944692
290,6.0,20.0,0.30000000000000004,89.0,0.3684210526315789,0.42857142857142855,0.1,0.030690660824044542
291,6.0,20.0,0.30000000000000004,90.0,0.3,0.2,0.15,0.027201727606653875
