,Cparam,Iparam,LParam,Iteration,HR,FARtbx,FARnew,FARnew_F
292,6.0,20.0,0.30000000000000004,91.0,0.3125,0.0,0.05,0.03681366129015682
293,6.0,20.0,0.30000000000000004,92.0,0.14285714285714285,0.21052631578947367,0.05,0.040203322409760475
294,6.0,20.0,0.30000000000000004,93.0,0.058823529411764705,0.08695652173913043,0.3,0.05721042856656875
295,6.0,20.0,0.30000000000000004,94.0,0.2222222222222222,0.22727272727272727,0.175,0.045016010235293835
296,6.0,20.0,0.30000000000000004,95.0,0.23529411764705882,0.2608695652173913,0.15,0.029107991588551336
297,6.0,20.0,0.30000000000000004,96.0,0.3125,0.20833333333333334,0.2,0.055819442880733594
298,6.0,20.0,0.30000000000000004,97.0,0.2,0.2,0.125,0.060754609845560914
299,6.0,20.0,0.30000000000000004,98.0,0.09090909090909091,0.2222222222222222,0.1,0.03508599858692004
300,6.0,20.0,0.30000000000000004,99.0,0.1,0.1,0.075,0.028662387568645552
301,6.0,20.0,0.4,0.0,0.45,0.0,0.15,0.03436929500874678
302,6.0,20.0,0.4,1.0,0.19047619047619047,0.0,0.15,0.03606721002214893
303,6.0,20.0,0.4,2.0,0.11764705882352941,0.21739130434782608,0.075,0.02187017749031421
304,6.0,20.0,0.4,3.0,0.4,0.13333333333333333,0.225,0.04922036069865351
305,6.0,20.0,0.4,4.0,0.19047619047619047,0.10526315789473684,0.1,0.04511011142513157
306,6.0,20.0,0.4,5.0,0.34782608695652173,0.17647058823529413,0.125,0.07540736064238811
307,6.0,20.0,0.4,6.0,0.2727272727272727,0.3333333333333333,0.175,0.03511313364793481
308,6.0,20.0,0.4,7.0,0.55,0.35,0.25,0.04857646226237794
309,6.0,20.0,0.4,8.0,0.3,0.25,0.2,0.05172417457099485
310,6.0,20.0,0.4,9.0,0.5909090909090909,0.0,0.075,0.023190203603671865
311,6.0,20.0,0.4,10.0,0.23529411764705882,0.08695652173913043,0.075,0.020625364049342065
312,6.0,20.0,0.4,11.0,0.42105263157894735,0.09523809523809523,0.1,0.03858144991879435
313,6.0,20.0,0.4,12.0,0.5625,0.2916666666666667,0.2,0.05694421744676189
314,6.0,20.0,0.4,13.0,0.47619047619047616,0.10526315789473684,0.225,0.04093217417516161
315,6.0,20.0,0.4,14.0,0.23529411764705882,0.13043478260869565,0.15,0.035016170704657346
316,6.0,20.0,0.4,15.0,0.3333333333333333,0.3181818181818182,0.425,0.06998607246668995
317,6.0,20.0,0.4,16.0,0.3684210526315789,0.19047619047619047,0.175,0.0441499505070216
318,6.0,20.0,0.4,17.0,0.29411764705882354,0.08695652173913043,0.25,0.02850017251665221
319,6.0,20.0,0.4,18.0,0.5,0.22727272727272727,0.15,0.032507649222913285
320,6.0,20.0,0.4,19.0,0.4090909090909091,0.05555555555555555,0.1,0.042063240568275984
321,6.0,20.0,0.4,20.0,0.38095238095238093,0.3157894736842105,0.25,0.0665054882210099
322,6.0,20.0,0.4,21.0,0.5555555555555556,0.3181818181818182,0.175,0.02133189670493835
323,6.0,20.0,0.4,22.0,0.3125,0.041666666666666664,0.05,0.030185857592947195
324,6.0,20.0,0.4,23.0,0.07142857142857142,0.2692307692307692,0.125,0.041715960775520214
325,6.0,20.0,0.4,24.0,0.14285714285714285,0.15789473684210525,0.05,0.04266813267875022
326,6.0,20.0,0.4,25.0,0.5238095238095238,0.15789473684210525,0.1,0.03440220278515966
327,6.0,20.0,0.4,26.0,0.2727272727272727,0.2222222222222222,0.125,0.011596253523360783
328,6.0,20.0,0.4,27.0,0.5714285714285714,0.05263157894736842,0.125,0.03394875130113356
329,6.0,20.0,0.4,28.0,0.3157894736842105,0.38095238095238093,0.175,0.049691018234538656
330,6.0,20.0,0.4,29.0,0.23529411764705882,0.17391304347826086,0.125,0.05789159838795033
331,6.0,20.0,0.4,30.0,0.45454545454545453,0.2777777777777778,0.15,0.02618201657229078
332,6.0,20.0,0.4,31.0,0.4,0.4,0.15,0.022227276672982813
333,6.0,20.0,0.4,32.0,0.23809523809523808,0.10526315789473684,0.15,0.03756983474490154
334,6.0,20.0,0.4,33.0,0.2,0.25,0.175,0.04042645274896913
335,6.0,20.0,0.4,34.0,0.17391304347826086,0.35294117647058826,0.1,0.04126252975483756
336,6.0,20.0,0.4,35.0,0.2631578947368421,0.14285714285714285,0.025,0.01386311999664216
337,6.0,20.0,0.4,36.0,0.43478260869565216,0.17647058823529413,0.2,0.0257975749740293
338,6.0,20.0,0.4,37.0,0.38095238095238093,0.21052631578947367,0.15,0.04652177325750477
339,6.0,20.0,0.4,38.0,0.23076923076923078,0.2222222222222222,0.15,0.04843178172792584
340,6.0,20.0,0.4,39.0,0.26666666666666666,0.28,0.1,0.014944119210585574
341,6.0,20.0,0.4,40.0,0.28,0.2,0.175,0.036974379262429594
342,6.0,20.0,0.4,41.0,0.391304347826087,0.17647058823529413,0.15,0.019934738757954998
343,6.0,20.0,0.4,42.0,0.4090909090909091,0.2222222222222222,0.1,0.02190404120885724
344,6.0,20.0,0.4,43.0,0.34615384615384615,0.21428571428571427,0.2,0.03776368173734061
345,6.0,20.0,0.4,44.0,0.3125,0.25,0.1,0.042520474743031764
346,6.0,20.0,0.4,45.0,0.3,0.15,0.1,0.047471863425878794
347,6.0,20.0,0.4,46.0,0.4,0.26666666666666666,0.325,0.04654513940786836
348,6.0,20.0,0.4,47.0,0.35,0.25,0.175,0.03475571712116246
349,6.0,20.0,0.4,48.0,0.45,0.3,0.2,0.038146258394397295
350,6.0,20.0,0.4,49.0,0.42857142857142855,0.3157894736842105,0.1,0.03601422454144113
351,6.0,20.0,0.4,50.0,0.391304347826087,0.35294117647058826,0.225,0.036518259955207064
352,6.0,20.0,0.4,51.0,0.36363636363636365,0.2777777777777778,0.1,0.03163075926827848
353,6.0,20.0,0.4,52.0,0.38095238095238093,0.2631578947368421,0.1,0.04391783731809824
354,6.0,20.0,0.4,53.0,0.36,0.06666666666666667,0.125,0.04776510355110808
355,6.0,20.0,0.4,54.0,0.2222222222222222,0.18181818181818182,0.2,0.035734375153620684
356,6.0,20.0,0.4,55.0,0.2,0.28,0.2,0.044610053557773595
357,6.0,20.0,0.4,56.0,0.1875,0.125,0.05,0.03918656317078406
358,6.0,20.0,0.4,57.0,0.2608695652173913,0.47058823529411764,0.1,0.021916461653066648
359,6.0,20.0,0.4,58.0,0.3333333333333333,0.08,0.175,0.03687057339581133
360,6.0,20.0,0.4,59.0,0.3684210526315789,0.19047619047619047,0.075,0.052801689990260234
361,6.0,20.0,0.4,60.0,0.26666666666666666,0.2,0.175,0.042953127492423575
362,6.0,20.0,0.4,61.0,0.08695652173913043,0.058823529411764705,0.175,0.05296506184731722
363,6.0,20.0,0.4,62.0,0.3157894736842105,0.23809523809523808,0.175,0.05379601322626555
364,6.0,20.0,0.4,63.0,0.21428571428571427,0.11538461538461539,0.05,0.03538324355730651
365,6.0,20.0,0.4,64.0,0.4090909090909091,0.1111111111111111,0.0,0.026560344842483024
366,6.0,20.0,0.4,65.0,0.5333333333333333,0.32,0.2,0.057129613831045624
367,6.0,20.0,0.4,66.0,0.45454545454545453,0.16666666666666666,0.2,0.06049387159835919
368,6.0,20.0,0.4,67.0,0.3,0.2,0.2,0.024832461136640883
369,6.0,20.0,0.4,68.0,0.4230769230769231,0.2857142857142857,0.325,0.07407703405362236
370,6.0,20.0,0.4,69.0,0.3684210526315789,0.19047619047619047,0.075,0.022154020605032975
371,6.0,20.0,0.4,70.0,0.38461538461538464,0.07407407407407407,0.025,0.0258456511097217
372,6.0,20.0,0.4,71.0,0.07142857142857142,0.23076923076923078,0.075,0.041647458989001414
373,6.0,20.0,0.4,72.0,0.29411764705882354,0.0,0.05,0.02419426696135323
374,6.0,20.0,0.4,73.0,0.4166666666666667,0.21428571428571427,0.125,0.04664077522509992
375,6.0,20.0,0.4,74.0,0.23809523809523808,0.10526315789473684,0.125,0.052365796229005945
376,6.0,20.0,0.4,75.0,0.2631578947368421,0.3333333333333333,0.075,0.030374925025959267
377,6.0,20.0,0.4,76.0,0.26666666666666666,0.04,0.025,0.04706913007386178
378,6.0,20.0,0.4,77.0,0.21739130434782608,0.058823529411764705,0.1,0.039064644241727876
379,6.0,20.0,0.4,78.0,0.28,0.13333333333333333,0.125,0.03684584400623855
380,6.0,20.0,0.4,79.0,0.4782608695652174,0.11764705882352941,0.2,0.05068269356923181
381,6.0,20.0,0.4,80.0,0.35714285714285715,0.25,0.15,0.05218298476043413
382,6.0,20.0,0.4,81.0,0.3,0.05,0.05,0.030776822533534802
383,6.0,20.0,0.4,82.0,0.3125,0.20833333333333334,0.25,0.043513811456959116
384,6.0,20.0,0.4,83.0,0.36363636363636365,0.1111111111111111,0.1,0.029919704411187957
385,6.0,20.0,0.4,84.0,0.29411764705882354,0.2608695652173913,0.2,0.06629127214406409
386,6.0,20.0,0.4,85.0,0.29411764705882354,0.08695652173913043,0.05,0.03593680293861347
387,6.0,20.0,0.4,86.0,0.5714285714285714,0.2692307692307692,0.15,0.0515287961783318
388,6.0,20.0,0.4,87.0,0.3888888888888889,0.22727272727272727,0.275,0.05434963653220045
389,6.0,20.0,0.4,88.0,0.42105263157894735,0.14285714285714285,0.125,0.024814963121012393
390,6.0,20.0,0.4,89.0,0.5,0.2727272727272727,0.15,0.05043737943013741
391,6.0,20.0,0.4,90.0,0.14285714285714285,0.15384615384615385,0.1,0.03785750467828856
392,6.0,20.0,0.4,91.0,0.25,0.2916666666666667,0.125,0.036418771615985814
393,6.0,20.0,0.4,92.0,0.5294117647058824,0.13043478260869565,0.125,0.029946537899352733
394,6.0,20.0,0.4,93.0,0.47619047619047616,0.10526315789473684,0.15,0.03644847342070384
395,6.0,20.0,0.4,94.0,0.43478260869565216,0.4117647058823529,0.175,0.0387943870148499
396,6.0,20.0,0.4,95.0,0.375,0.25,0.125,0.03712736159734076
397,6.0,20.0,0.4,96.0,0.4,0.35,0.25,0.045802623078673936
398,6.0,20.0,0.4,97.0,0.21739130434782608,0.058823529411764705,0.075,0.03354310429274719
399,6.0,20.0,0.4,98.0,0.15,0.1,0.025,0.04055907655264218
400,6.0,20.0,0.4,99.0,0.35714285714285715,0.3076923076923077,0.2,0.036860431399580285
401,6.0,20.0,0.5,0.0,0.15384615384615385,0.2222222222222222,0.15,0.03859939234874643
402,6.0,20.0,0.5,1.0,0.47368421052631576,0.2857142857142857,0.15,0.062780761160497
403,6.0,20.0,0.5,2.0,0.30434782608695654,0.17647058823529413,0.15,0.04197431919264632
404,6.0,20.0,0.5,3.0,0.45454545454545453,0.1111111111111111,0.225,0.05099914018964928
405,6.0,20.0,0.5,4.0,0.65,0.2,0.225,0.05668459654852637
406,6.0,20.0,0.5,5.0,0.2777777777777778,0.09090909090909091,0.125,0.03001416555159479
407,6.0,20.0,0.5,6.0,0.5,0.13636363636363635,0.175,0.04449347447003278
408,6.0,20.0,0.5,7.0,0.45454545454545453,0.16666666666666666,0.15,0.05226374402977885
409,6.0,20.0,0.5,8.0,0.5,0.5,0.225,0.04368344280981088
410,6.0,20.0,0.5,9.0,0.30434782608695654,0.17647058823529413,0.1,0.025985116327153168
411,6.0,20.0,0.5,10.0,0.6111111111111112,0.13636363636363635,0.2,0.034258380334048336
412,6.0,20.0,0.5,11.0,0.3,0.1,0.175,0.04298792685236916
413,6.0,20.0,0.5,12.0,0.5,0.25,0.125,0.040059605102685136
414,6.0,20.0,0.5,13.0,0.6,0.15,0.2,0.03390252191786769
415,6.0,20.0,0.5,14.0,0.3125,0.16666666666666666,0.05,0.02864700820850316
416,6.0,20.0,0.5,15.0,0.3333333333333333,0.125,0.275,0.03807455107424483
417,6.0,20.0,0.5,16.0,0.3888888888888889,0.3181818181818182,0.15,0.03348720753709332
418,6.0,20.0,0.5,17.0,0.3,0.05,0.025,0.03350186343682361
419,6.0,20.0,0.5,18.0,0.5789473684210527,0.09523809523809523,0.125,0.02486675709866526
420,6.0,20.0,0.5,19.0,0.3076923076923077,0.14285714285714285,0.125,0.042511576724099547
421,6.0,20.0,0.5,20.0,0.4,0.1,0.175,0.02484900461061217
422,6.0,20.0,0.5,21.0,0.3157894736842105,0.14285714285714285,0.025,0.04277217687791769
423,6.0,20.0,0.5,22.0,0.56,0.26666666666666666,0.2,0.029282020131836707
424,6.0,20.0,0.5,23.0,0.4,0.25,0.2,0.06421920144044169
425,6.0,20.0,0.5,24.0,0.23809523809523808,0.15789473684210525,0.225,0.049975951390049865
426,6.0,20.0,0.5,25.0,0.2777777777777778,0.18181818181818182,0.15,0.03181419509234057
427,6.0,20.0,0.5,26.0,0.45,0.3,0.125,0.02395755056025322
428,6.0,20.0,0.5,27.0,0.5294117647058824,0.08695652173913043,0.125,0.051667346447047124
429,6.0,20.0,0.5,28.0,0.3157894736842105,0.19047619047619047,0.1,0.02607143958039445
430,6.0,20.0,0.5,29.0,0.6666666666666666,0.42105263157894735,0.275,0.06015851631601656
431,6.0,20.0,0.5,30.0,0.4444444444444444,0.18181818181818182,0.075,0.04167931683618492
432,6.0,20.0,0.5,31.0,0.35,0.05,0.15,0.04242480477674436
433,6.0,20.0,0.5,32.0,0.5217391304347826,0.17647058823529413,0.075,0.0379968862397224
434,6.0,20.0,0.5,33.0,0.42857142857142855,0.4166666666666667,0.175,0.031124685139352785
435,6.0,20.0,0.5,34.0,0.35294117647058826,0.391304347826087,0.25,0.04143044194079519
436,6.0,20.0,0.5,35.0,0.6842105263157895,0.23809523809523808,0.275,0.03968730061332109
437,6.0,20.0,0.5,36.0,0.8,0.48,0.275,0.05506909862873288
438,6.0,20.0,0.5,37.0,0.23529411764705882,0.08695652173913043,0.025,0.03309911232150582
439,6.0,20.0,0.5,38.0,0.3333333333333333,0.1875,0.1,0.0281109973990619
440,6.0,20.0,0.5,39.0,0.4444444444444444,0.13636363636363635,0.025,0.03096999336358307
441,6.0,20.0,0.5,40.0,0.34782608695652173,0.35294117647058826,0.175,0.027406379852768857
442,6.0,20.0,0.5,41.0,0.4117647058823529,0.30434782608695654,0.075,0.031244863389530524
443,6.0,20.0,0.5,42.0,0.4583333333333333,0.1875,0.25,0.04205118130817413
444,6.0,20.0,0.5,43.0,0.2857142857142857,0.3684210526315789,0.2,0.029314879961806633
445,6.0,20.0,0.5,44.0,0.3333333333333333,0.3684210526315789,0.075,0.04559547595011686
446,6.0,20.0,0.5,45.0,0.3333333333333333,0.13636363636363635,0.1,0.021859113839872216
447,6.0,20.0,0.5,46.0,0.41379310344827586,0.18181818181818182,0.15,0.061344087195852735
448,6.0,20.0,0.5,47.0,0.15384615384615385,0.2222222222222222,0.05,0.02986749047864609
449,6.0,20.0,0.5,48.0,0.42857142857142855,0.15789473684210525,0.15,0.035928720204256595
450,6.0,20.0,0.5,49.0,0.5882352941176471,0.17391304347826086,0.05,0.03442136546180293
451,6.0,20.0,0.5,50.0,0.4375,0.16666666666666666,0.15,0.041869534714600164
452,6.0,20.0,0.5,51.0,0.5882352941176471,0.13043478260869565,0.15,0.03415164701182855
453,6.0,20.0,0.5,52.0,0.625,0.375,0.1,0.03246267479883617
454,6.0,20.0,0.5,53.0,0.52,0.13333333333333333,0.125,0.029542544993355523
455,6.0,20.0,0.5,54.0,0.4,0.1,0.075,0.04641137054071768
456,6.0,20.0,0.5,55.0,0.30434782608695654,0.058823529411764705,0.1,0.02022375583464173
457,6.0,20.0,0.5,56.0,0.4,0.2,0.15,0.025789134530971453
458,6.0,20.0,0.5,57.0,0.2631578947368421,0.14285714285714285,0.15,0.03732428902711667
459,6.0,20.0,0.5,58.0,0.5263157894736842,0.19047619047619047,0.15,0.028802553287820214
460,6.0,20.0,0.5,59.0,0.4,0.2,0.15,0.0465166593748812
461,6.0,20.0,0.5,60.0,0.6666666666666666,0.25,0.275,0.04951972829629053
462,6.0,20.0,0.5,61.0,0.55,0.35,0.3,0.06826961660911739
463,6.0,20.0,0.5,62.0,0.38095238095238093,0.3157894736842105,0.25,0.03755338582654076
464,6.0,20.0,0.5,63.0,0.32,0.0,0.15,0.02447833449151053
465,6.0,20.0,0.5,64.0,0.48,0.13333333333333333,0.125,0.027933583834590093
466,6.0,20.0,0.5,65.0,0.43478260869565216,0.23529411764705882,0.2,0.05167479537346893
467,6.0,20.0,0.5,66.0,0.29411764705882354,0.34782608695652173,0.1,0.027021785325035165
468,6.0,20.0,0.5,67.0,0.5,0.15384615384615385,0.1,0.042033627580346775
469,6.0,20.0,0.5,68.0,0.35,0.15,0.125,0.01655190504129961
470,6.0,20.0,0.5,69.0,0.5833333333333334,0.07142857142857142,0.05,0.02837001077713472
471,6.0,20.0,0.5,70.0,0.43478260869565216,0.17647058823529413,0.15,0.04972523462998666
472,6.0,20.0,0.5,71.0,0.5833333333333334,0.1875,0.075,0.027438213351426256
473,6.0,20.0,0.5,72.0,0.5217391304347826,0.17647058823529413,0.15,0.032349584860696834
474,6.0,20.0,0.5,73.0,0.6086956521739131,0.23529411764705882,0.1,0.020430902569709485
475,6.0,20.0,0.5,74.0,0.3684210526315789,0.38095238095238093,0.25,0.04616460954255988
476,6.0,20.0,0.5,75.0,0.35294117647058826,0.21739130434782608,0.15,0.04236834632027125
477,6.0,20.0,0.5,76.0,0.6190476190476191,0.10526315789473684,0.225,0.04518879403892356
478,6.0,20.0,0.5,77.0,0.30434782608695654,0.29411764705882354,0.1,0.032712746558438976
479,6.0,20.0,0.5,78.0,0.5454545454545454,0.16666666666666666,0.175,0.04643526974671293
480,6.0,20.0,0.5,79.0,0.43478260869565216,0.29411764705882354,0.15,0.03904299760804418
481,6.0,20.0,0.5,80.0,0.45454545454545453,0.16666666666666666,0.15,0.035668859335277456
482,6.0,20.0,0.5,81.0,0.3684210526315789,0.09523809523809523,0.125,0.03604568657446374
483,6.0,20.0,0.5,82.0,0.3333333333333333,0.2,0.05,0.026529833164506727
484,6.0,20.0,0.5,83.0,0.5714285714285714,0.47368421052631576,0.2,0.03356043508948631
485,6.0,20.0,0.5,84.0,0.42857142857142855,0.15789473684210525,0.175,0.026720051483679563
486,6.0,20.0,0.5,85.0,0.5263157894736842,0.09523809523809523,0.275,0.043641470978908296
487,6.0,20.0,0.5,86.0,0.34782608695652173,0.11764705882352941,0.125,0.03322367521739375
488,6.0,20.0,0.5,87.0,0.5217391304347826,0.4117647058823529,0.15,0.02955548848317576
489,6.0,20.0,0.5,88.0,0.3333333333333333,0.125,0.125,0.03355087081542828
490,6.0,20.0,0.5,89.0,0.5,0.19230769230769232,0.125,0.06422908836644994
491,6.0,20.0,0.5,90.0,0.5714285714285714,0.3157894736842105,0.2,0.0467729948523235
492,6.0,20.0,0.5,91.0,0.30434782608695654,0.35294117647058826,0.175,0.038437127124456585
493,6.0,20.0,0.5,92.0,0.47058823529411764,0.17391304347826086,0.1,0.02289299029966107
494,6.0,20.0,0.5,93.0,0.30434782608695654,0.0,0.075,0.03579329644705791
495,6.0,20.0,0.5,94.0,0.23529411764705882,0.043478260869565216,0.05,0.039214905841582416
496,6.0,20.0,0.5,95.0,0.23529411764705882,0.21739130434782608,0.075,0.06356207263897003
497,6.0,20.0,0.5,96.0,0.47619047619047616,0.47368421052631576,0.225,0.0517963344505699
498,6.0,20.0,0.5,97.0,0.47619047619047616,0.21052631578947367,0.175,0.03631032122366108
499,6.0,20.0,0.5,98.0,0.13636363636363635,0.0,0.075,0.025017358852758825
500,6.0,20.0,0.5,99.0,0.3181818181818182,0.2222222222222222,0.275,0.06297413770748923
501,6.0,20.0,0.6,0.0,0.6666666666666666,0.05263157894736842,0.1,0.0365945560899799
502,6.0,20.0,0.6,1.0,0.4,0.1,0.2,0.0541796606103692
503,6.0,20.0,0.6,2.0,0.75,0.0,0.1,0.03583827525484363
504,6.0,20.0,0.6,3.0,0.3333333333333333,0.13636363636363635,0.1,0.04646569256322294
505,6.0,20.0,0.6,4.0,0.7142857142857143,0.3684210526315789,0.175,0.04402595930885707
506,6.0,20.0,0.6,5.0,0.631578947368421,0.19047619047619047,0.125,0.024824855815973806
507,6.0,20.0,0.6,6.0,0.6842105263157895,0.047619047619047616,0.225,0.055673943184148644
508,6.0,20.0,0.6,7.0,0.7222222222222222,0.045454545454545456,0.15,0.030023530177438706
509,6.0,20.0,0.6,8.0,0.3333333333333333,0.125,0.075,0.03274970360321253
510,6.0,20.0,0.6,9.0,0.6086956521739131,0.23529411764705882,0.125,0.030711231937350387
511,6.0,20.0,0.6,10.0,0.5909090909090909,0.2222222222222222,0.15,0.02649331855873771
512,6.0,20.0,0.6,11.0,0.6666666666666666,0.05263157894736842,0.275,0.05514330102110654
513,6.0,20.0,0.6,12.0,0.75,0.25,0.175,0.03299856932790864
514,6.0,20.0,0.6,13.0,0.5714285714285714,0.2631578947368421,0.125,0.019220185738922597
515,6.0,20.0,0.6,14.0,0.8333333333333334,0.22727272727272727,0.175,0.03272928345107441
516,6.0,20.0,0.6,15.0,0.75,0.15,0.275,0.06033575020121947
517,6.0,20.0,0.6,16.0,0.6538461538461539,0.21428571428571427,0.175,0.027847799700018994
518,6.0,20.0,0.6,17.0,0.5,0.23076923076923078,0.1,0.03666308525790879
519,6.0,20.0,0.6,18.0,0.65,0.1,0.275,0.06922865047284332
520,6.0,20.0,0.6,19.0,0.47368421052631576,0.09523809523809523,0.05,0.026435268664091162
521,6.0,20.0,0.6,20.0,0.6470588235294118,0.17391304347826086,0.175,0.04641697200537213
522,6.0,20.0,0.6,21.0,0.7333333333333333,0.24,0.1,0.036267801856902024
523,6.0,20.0,0.6,22.0,0.65,0.15,0.2,0.04360420086914265
524,6.0,20.0,0.6,23.0,0.5714285714285714,0.21052631578947367,0.2,0.048762734118457426
525,6.0,20.0,0.6,24.0,0.48,0.2,0.1,0.01737244603219916
526,6.0,20.0,0.6,25.0,0.6818181818181818,0.1111111111111111,0.05,0.06459424487598757
527,6.0,20.0,0.6,26.0,0.45,0.2,0.1,0.03863051335444661
528,6.0,20.0,0.6,27.0,0.6538461538461539,0.14285714285714285,0.125,0.034872860569610496
529,6.0,20.0,0.6,28.0,0.6111111111111112,0.18181818181818182,0.15,0.03931071745312216
530,6.0,20.0,0.6,29.0,0.75,0.1875,0.25,0.03959866758881847
531,6.0,20.0,0.6,30.0,0.17647058823529413,0.13043478260869565,0.0,0.06379810595690474
532,6.0,20.0,0.6,31.0,0.4166666666666667,0.3125,0.25,0.044163535067463455
533,6.0,20.0,0.6,32.0,0.21739130434782608,0.29411764705882354,0.175,0.027985905349011363
534,6.0,20.0,0.6,33.0,0.7307692307692307,0.21428571428571427,0.25,0.040959987374703355
535,6.0,20.0,0.6,34.0,0.7058823529411765,0.13043478260869565,0.175,0.036422068218509546
536,6.0,20.0,0.6,35.0,0.65,0.15,0.075,0.020517764998763868
537,6.0,20.0,0.6,36.0,0.4583333333333333,0.0,0.175,0.040002401925838496
538,6.0,20.0,0.6,37.0,0.8888888888888888,0.16129032258064516,0.2,0.02821786831920518
539,6.0,20.0,0.6,38.0,0.7727272727272727,0.16666666666666666,0.225,0.03534999123473677
540,6.0,20.0,0.6,39.0,0.55,0.1,0.2,0.038646157817654646
541,6.0,20.0,0.6,40.0,0.7,0.15,0.125,0.03491086719656922
542,6.0,20.0,0.6,41.0,0.7272727272727273,0.16666666666666666,0.075,0.02082577419345725
543,6.0,20.0,0.6,42.0,0.5833333333333334,0.0625,0.125,0.04581317859826344
544,6.0,20.0,0.6,43.0,0.5238095238095238,0.05263157894736842,0.125,0.022311031123368047
545,6.0,20.0,0.6,44.0,0.6,0.05,0.125,0.034579331608530973
546,6.0,20.0,0.6,45.0,0.3125,0.125,0.125,0.040002507439365106
547,6.0,20.0,0.6,46.0,0.6521739130434783,0.23529411764705882,0.15,0.056119028553374826
548,6.0,20.0,0.6,47.0,0.3684210526315789,0.2857142857142857,0.175,0.05757557037784058
549,6.0,20.0,0.6,48.0,0.5,0.25,0.15,0.03805518479466133
550,6.0,20.0,0.6,49.0,0.75,0.1,0.2,0.05330461486470263
551,6.0,20.0,0.6,50.0,0.45,0.0,0.125,0.02510095091485361
552,6.0,20.0,0.6,51.0,0.52,0.2,0.175,0.027650736186731396
553,6.0,20.0,0.6,52.0,0.5555555555555556,0.13636363636363635,0.225,0.03927932990621482
554,6.0,20.0,0.6,53.0,0.5555555555555556,0.09090909090909091,0.075,0.018813998901974438
555,6.0,20.0,0.6,54.0,0.8461538461538461,0.2962962962962963,0.1,0.036516348865409054
556,6.0,20.0,0.6,55.0,0.8235294117647058,0.13043478260869565,0.15,0.07924736979137322
557,6.0,20.0,0.6,56.0,0.7142857142857143,0.10526315789473684,0.125,0.023623837601234526
558,6.0,20.0,0.6,57.0,0.5909090909090909,0.1111111111111111,0.2,0.06093306605947276
559,6.0,20.0,0.6,58.0,0.7647058823529411,0.17391304347826086,0.2,0.045792456981379105
560,6.0,20.0,0.6,59.0,0.5714285714285714,0.10526315789473684,0.15,0.04797361239610574
561,6.0,20.0,0.6,60.0,0.6470588235294118,0.13043478260869565,0.25,0.0319580752919858
562,6.0,20.0,0.6,61.0,0.8095238095238095,0.10526315789473684,0.275,0.05971887411477354
563,6.0,20.0,0.6,62.0,0.6,0.15,0.225,0.06357001605041347
564,6.0,20.0,0.6,63.0,0.52,0.13333333333333333,0.175,0.03333231000221381
565,6.0,20.0,0.6,64.0,0.68,0.13333333333333333,0.1,0.024865204326136373
566,6.0,20.0,0.6,65.0,0.75,0.25,0.2,0.027384498893118468
567,6.0,20.0,0.6,66.0,0.4,0.2,0.075,0.02809712640653863
568,6.0,20.0,0.6,67.0,0.6,0.15,0.075,0.024393825282692325
569,6.0,20.0,0.6,68.0,0.8636363636363636,0.1111111111111111,0.15,0.025936435004362806
570,6.0,20.0,0.6,69.0,0.75,0.1,0.125,0.03712723693157205
571,6.0,20.0,0.6,70.0,0.625,0.25,0.225,0.030487136218078865
572,6.0,20.0,0.6,71.0,0.8421052631578947,0.19047619047619047,0.225,0.05096759816935249
573,6.0,20.0,0.6,72.0,0.4166666666666667,0.1875,0.1,0.0392285444711936
574,6.0,20.0,0.6,73.0,0.7272727272727273,0.05555555555555555,0.15,0.03621398144219928
575,6.0,20.0,0.6,74.0,0.5454545454545454,0.2777777777777778,0.125,0.021969676120079402
576,6.0,20.0,0.6,75.0,0.5384615384615384,0.1111111111111111,0.15,0.025867202797147965
577,6.0,20.0,0.6,76.0,0.6,0.12,0.1,0.06186168485850339
578,6.0,20.0,0.6,77.0,0.7222222222222222,0.18181818181818182,0.125,0.02315621962190461
579,6.0,20.0,0.6,78.0,0.6842105263157895,0.14285714285714285,0.1,0.03219326999638864
580,6.0,20.0,0.6,79.0,0.6111111111111112,0.045454545454545456,0.175,0.046159765134366815
581,6.0,20.0,0.6,80.0,0.5263157894736842,0.09523809523809523,0.125,0.0427508161259462
582,6.0,20.0,0.6,81.0,0.65,0.1,0.1,0.028416176651501833
583,6.0,20.0,0.6,82.0,0.5238095238095238,0.15789473684210525,0.175,0.04067813291394297
584,6.0,20.0,0.6,83.0,0.5,0.0625,0.125,0.041028554384124
585,6.0,20.0,0.6,84.0,0.7,0.2,0.175,0.033066812930389336
586,6.0,20.0,0.6,85.0,0.5555555555555556,0.09090909090909091,0.1,0.039201285370164325
587,6.0,20.0,0.6,86.0,0.8,0.15,0.125,0.03983534820209368
588,6.0,20.0,0.6,87.0,0.7333333333333333,0.16,0.175,0.040805080045277796
589,6.0,20.0,0.6,88.0,0.6818181818181818,0.2222222222222222,0.175,0.0379709657145193
590,6.0,20.0,0.6,89.0,0.6666666666666666,0.18181818181818182,0.225,0.03567281283414767
591,6.0,20.0,0.6,90.0,0.6190476190476191,0.15789473684210525,0.15,0.04600473147053291
592,6.0,20.0,0.6,91.0,0.7142857142857143,0.05263157894736842,0.125,0.03019661558425288
593,6.0,20.0,0.6,92.0,0.6086956521739131,0.0,0.175,0.03556047344462972
